boleta,codigo_manzano,numero_hogar,municipio,distrito,barrio,otb,forma_de_residencia,tipo_de_vivienda,tenencia_de_la_vivienda,numero_miembros_en_el_hogar,persona_jefe,relacion_de_parentesco_13,jentrevistado,jefe_sexo,jefe_edad_anios,jefe_estado_civil,jefe_nivel_de_instruccion,jefe_ultimo_curso_aprobado,jefe_idioma_o_lengua_materna,jefe_departamento_de_nacimiento,jefe_provincia_de_nacimiento,jefe_municipio_de_nacimiento,jefe_localidad_de_nacimiento,jefe_pais_de_nacimiento,jefe_ciudad_de_nacimiento,jefe_departamento_de_residencia_2010,jefe_provincia_de_residencia_2010,jefe_municipio_de_residencia_2010,jefe_localidad_de_residencia_2010,jefe_pais_de_residencia_2010,jefe_ciudad_de_residencia,jefe_tiempo_de_residencia_anios,jefe_condicion_de_actividad,jefe_ocupacion_principal,jefe_categoria_ocupacional,jefe_rama_de_actividad,jefe_ocupacion_secundaria,persona,relacion_de_parentesco_40,entrevistado,sexo,edad_anios,estado_civil,p08nivel,p08curso,idioma_o_lengua_materna,departamento_de_nacimiento,provincia_de_nacimiento,municipio_de_nacimiento,localidad_de_nacimiento,pais_de_nacimiento,ciudad_de_nacimiento,departamento_de_residencia_2010,provincia_de_residencia_2010,municipio_de_residencia_2010,localidad_de_residencia_2010,pais_de_residencia_2010,ciudad_de_residencia_2010,tiempo_de_residencia_anios,condicion_de_actividad,ocupacion_principal,categoria_ocupacional,rama_de_actividad,ocupacion_secundaria,numero_de_miembros_que_trabajan,religion_de_entrevistado,identificacion_con_pueblo_originario,practica_de_q_hoa_y_challa,participacion_en_actividades_de_otb,participacion_en_organizaciones_gremiales,participacion_en_organizaciones_politicas,participacion_en_org_recreativas_y_deportivas,participacion_en_organizaciones_religiosas,participacion_en_org_culturales_o_folkloricas,percepcion_de_seguridad_del_municipio,lugar_mas_peligroso_o_inseguro,municipio_donde_se_localiza_el_lugar_inseguro,inseguridad_de_parques_plazas_plazuelas_calles_puentes,cual_parque_plaza_o_calle,inseguridad_de_mercados,cual_mercado,inseguridad_de_espacios_deportivos,cual_espacio_deportivo,inseguridad_de_lotes_baldios,dejar_de_frecuentar_por_inseguridad,tipos_de_hechos_mas_frecuentes,lugar_que_le_genera_miedo_cine,cual_cine,lugar_que_le_genera_miedo_universidades,cual_universidad,lugar_que_le_genera_miedo_disc,cual_discoteca_local,lugar_que_le_genera_miedo_tilines_cafe_internet,cual_tilin_o_cafe_internet,percepcion_sobre_seguridad_del_transporte_publico,transporte_publico_inseguro,percepcion_sobre_seguridad_del_barrio,hecho_de_inseguridad_en_el_barrio_en_los_ultimos_12_meses,tipo_de_hecho_ocurrido_100,tipo_de_hecho_ocurrido_101,existencia_el_el_barrio_de_personas_que_cometen_delito,existencia_el_el_barrio_de_inhaladores_de_clefa,existencia_el_el_barrio_de_actividades_pandilleras,nombre_de_las_pandillas,venta_de_drogas_en_el_barrio,hecho_de_violencia_en_los_ultimos_doce_meses,numero_de_veces,tipo_de_hecho,medios_utilizados_en_el_hecho_de_violencia_110,numero_de_personas_que_operaron_el_hecho,lugar_en_que_ocurrio_el_hecho_112,municipio_en_que_ocurrio_el_hecho_113,horario_en_que_ocurrio_el_hecho,acciones_realizadas_ante_el_hecho_115,institucion_a_la_que_acudion,otro_miembro_del_hogar_que_sufrio_hecho_de_violencia,parentesco_con_el_entrevistado,tipo_de_hecho_de_violencia,medios_utilizados_en_el_hecho_de_violencia_120,lugar_en_que_ocurrio_el_hecho_121,municipio_en_que_ocurrio_el_hecho_122,acciones_realizadas_ante_el_hecho_123,grupos_de_edad_de_mayor_propension_a_ser_victimas,caracteristicas_de_las_personas_que_generan_miedo,factores_que_inducen_a_cometer_delitos,institucion_responsable_de_la_seguridad_ciudadana,nivel_de_confianza_en_la_policia,nivel_de_confianza_en_el_gam,nivel_de_confianza_en_la_gobernacion,nivel_de_confianza_en_las_empresas_de_seguridad_privada,nivel_de_confianza_en_la_seguridad_vecinal_ot_bs,conocimiento_de_la_ley_integral_348,conocimiento_de_la_ley_264,conocimiento_de_la_ley_1008,conocimiento_de_la_ley_263,conocimiento_del_codigo_del_nino,conocimiento_de_la_ley_259,se_informa_por_medios_televisivos,medio_televisivo_por_el_que_se_informa,se_informa_por_medios_radiales,medio_radial_por_el_que_se_informa,se_informa_por_medios_escritos,medio_escrito_por_el_que_se_informa,se_informa_por_redes_sociales_o_internet,red_sociall_por_la_que_se_informa,principal_medio_por_el_que_se_entera_de_campanas_de_prevension,estrategias_utilizadas_para_prevenir_la_inseguridad_148,estrategias_utilizadas_para_prevenir_la_inseguridad_149,proteccion_de_la_vivienda_1,proteccion_de_la_vivienda_cerco_electrico,proteccion_de_la_vivienda_camaras_alarmas_portero_electronico,proteccion_de_la_vivienda_seguridad_privada,proteccion_de_la_vivienda_tener_perros,proteccion_de_la_vivienda_seguro_contra_robo,estrategias_para_porteger_la_vivienda,caracteristica_del_lugar_al_que_se_cambio_o_cambiaria,estrategias_uso_de_instrumentos_para_alertar_158,estrategias_uso_de_camaras_de_vigilancia,estrategias_carteles_inscripciones_en_la_pared,estrategias_munecos_colgados,estrategias_vigilancia_policial,estrategias_guardias_privados,estrategias_vigilancia_comunitaria_o_barrial,estrategias_cercar_el_barrio,estrategias_uso_de_instrumentos_para_alertar_166,estar_de_acuerdo_con_el_linchamiento,estar_de_acuerdo_con_la_pena_de_muerte,estar_de_acuerdo_con_la_castracion,estar_de_acuerdo_con_bloquear_caminos,estar_de_acuerdo_con_manifestaciones,estar_de_acuerdo_con_prohibir_ingreso_de_personas_ex,sentimiento_respecto_al_barrio,espacio_en_el_barrio_que_mas_frecuentan_los_vecinos,relacionamiento_con_los_vecinos_por_la_inseguridad
11,Sa02,1,Sacaba,1,Pando,Siete esquinas,Vivienda independiente,Casa independiente,Alquilada,5.0,1,Jefe(a) de Hogar,NA,Hombre,35.0,Casado(a),Técnico superior,3,Quechua,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Tenía trabajo,Trufi,“Empleado”,Transporte público,Ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,30.0,Casado(a),Primaria,2,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Tenía trabajo,Tienda,“Cuenta propia”,Tienda,Ninguna,2,Católica,Ninguno,Si,Si,No,No,Si,No,No,Depende de la zona,Villa Obrajes,Sacaba,No,NA,No,NA,No,NA,Si,No,Robo o asalto,No,NA,No,NA,Si,Villa Obrajes,Si,Plaza Sacaba,Seguro,Taxi,No sabe,Si,Robo,NA,No,No,11.0,Vienen de afuera,No,Si,2,No sabe,Armas blancas,En grupo,Sucre,Sacaba,13,Ninguna,NA,No,NA,NA,NA,NA,NA,NA,Adultos,Parecen Borrachos con cortaduras,Alcohol Marihuana,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Mas o menos,Mas o menos,Mas o menos,Bastante,"Algo, muy poco",No,"Algo, muy poco","Algo, muy poco","Algo, muy poco","Algo, muy poco",Si,ATB,No,NA,Si,Gente,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,NA,Si,No,No,No,Si,No,Si,Otro,Si,No,No,No,No,No,Si,No,Si,No,Si,Si,No,No,Si,Muy pocas personas saben quién soy,No sabe,Nunca tuve relación con los vecinos
12,Sa02,4,Sacaba,1,Pando,Siete esquinas,Vivienda independiente,Casa independiente,Alquilada,7.0,1,Jefe(a) de Hogar,NA,Hombre,33.0,Conviviente,Secundaria,4,Quechua,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Tenía trabajo,Agricultura,“Cuenta propia”,Agricultura,Ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,29.0,Conviviente,Secundaria,1,Castellano,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,Ninguna,1,Ninguna,Ninguno,Ocasionalmente,No,No,No,No,No,No,Depende de la zona,Huayllani,Sacaba,No,NA,No,NA,No,NA,Si,No,Agresión sexual,No,NA,No,NA,No,NA,Si,eld e la Plaza de sacaba,Seguro,Taxi,Seguro,No,Violación,Homicidio,No sabe,No,No sabe,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Adultos mayores,Cualqier persona,"Alchol, Droga","1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Mas o menos,Mucha,Ninguna,Mas o menos,Mucha,Si,"Algo, muy poco",Si,Si,Si,Si,Si,Red Uno,No,NA,No,NA,Si,Facebook,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",Si,No,No,No,Si,No,No,No se cambiaría,No,No,No,No,No,No,No,No,No,No,No,Cuando es necesario,No,Cuando es necesario,No,Me siento identificado con mi barrio,Calles,No existe inseguridad
13,Sa02,3,Sacaba,1,Pando,Siete esquinas,Vivienda independiente,Casa independiente,Propia,2.0,1,Jefe(a) de Hogar,NA,Hombre,57.0,Casado(a),Secundaria,6,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Carpinteria,“Cuenta propia”,Muebles,Ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,56.0,Casado(a),Secundaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,Ninguna,2,Otra,Aymara,No,Si,No,No,No,Si,No,Inseguro,Cementerio,Sacaba,Si,Santa Cruz Ingavi,Si,Todos,No,NA,Si,No,NA,No,NA,Si,de la Calle Santa Cruz,No,NA,No,NA,Seguro,Radio Taxi,Seguro,Si,Robo,Asalto,No,No,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Malvestida Drogas,Alcohol,Gobernación,Ninguna,No sabe o no conoce,No sabe o no conoce,Bastante,Mucha,No,No,Si,No,No,No,Si,Red Uno,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",Si,No,No,No,Si,No,No,Condominio cerrado,No,No,No,No,No,No,No,No,No,Cuando es necesario,Cuando es necesario,Si,No,No,Si,Me siento identificado con mi barrio,Calles,Mayor relacionamiento
14,Sa02,7,Sacaba,1,Pando,Siete esquinas,Vivienda independiente,Casa independiente,Anticrético,4.0,1,Jefe(a) de Hogar,Entrevistado,Mujer,29.0,Conviviente,Universitario,5,Castellano,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Labores de casa y trabajó,Enfermera,“Empleado”,Sector Salud,Ninguna,1,Jefe(a) de Hogar,Entrevistado,Mujer,29.0,Conviviente,Unversitario,5,Castellano,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Labores de casa y trabajó,Enfermera,“Empleado”,Sector Salud,Ninguna,2,Católica,Quechua,Si,Si,Si,No,Si,No,No,Seguro,Calle sucre,Sacaba,No,NA,No,NA,No,NA,Si,No,Robo o asalto,No,NA,No,NA,Si,de la calle sucre,Si,de la plaza,Inseguro,Todos,Seguro,Si,Robo,Asalto,Si,No,Si,Sin nombre,Si,Si,3,Robo o asalto,Otros,Sólo una sola persona,"Su casa, calle sucre",Sacaba,16,Alertar al barrio,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Actitud sospechosa,Falta de plata,Gobernación,Poco,Bastante,Bastante,Mucha,Poco,No,No,No,No,No,No,Si,ATB,No,NA,Si,La Voz,Si,Facebook,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,No,No,No,No,No,No,No se cambiaría,No,No,No,No,No,No,No,No,Si,No,Si,Si,No,Si,Si,Me siento identificado con mi barrio,Calles,Nunca tuve relación con los vecinos
15,Sa02,11,Sacaba,1,Santa Cruz,Siete esquinas,Vivienda independiente,Casa independiente,Cedida por parentesco o Servicio,55.0,1,Jefe(a) de Hogar,NA,Hombre,52.0,Casado(a),Primaria,6,Quechua,Oruro,Pantaleon Dalence,Huanuni,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Tenía trabajo,Agricultura,“Empleado”,Agricultura,Ninguna,2,Hijo(a),Entrevistado,Mujer,24.0,Soltero(a),Técnico Medio,3,Quechua,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Atendió o ayudó en un negocio propio o familiar,Tienda,“Cuenta propia”,comida,Ninguna,3,Católica,Quechua,Si,Si,Si,No,Si,No,No,Inseguro,chiñatas,Sacaba,No,NA,No,NA,Si,subiendo la calle sucre,Si,No,Robo o asalto,No,NA,Si,NA,No,NA,Si,NA,Inseguro,Taxi,Seguro,Si,Robo,Peleas callejeras,Si,No,Si,No sabe,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,Pantalones anchos caras cortadas hombres mastucos,Alcohol ser pandillero,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Ninguna,Ninguna,Bastante,Mucha,"Algo, muy poco",No,Si,Si,Si,Si,Si,Bolivisión,Si,San Rafael,Si,Los tiempos,Si,Yotube,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,Comprar armas,No,No,No,Si,No,No,No,Condominio cerrado,No,Si,No,Si,Si,Si,No,No,No es necesario,Si,Si,No,Si,No,No,Mis opiniones son bien recibidas,"Plazas, plazuelas",Mayor relacionamiento
16,Sa02,16,Sacaba,1,calle sucre,Siete esquinas,Vivienda independiente,Casa independiente,Propia,7.0,2,Jefe(a) de Hogar,NA,Mujer,45.0,Casado(a),Post grado,2,Quechua,Cochabamba,Arque,Capinota,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Tenía trabajo,Costurera,“Empleado”,Costurera,Alquiler de cuartos,3,Jefe(a) de Hogar,Entrevistado,Hombre,16.0,Soltero(a),Secundaria,6,Castellano,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Tomina,Sacaba,NA,NA,NA,NA,Estudió y labores de casa,NA,NA,NA,Ninguna,2,Ninguna,Ninguno,Si,Si,Si,No,No,Si,Si,Depende de la zona,Labalaba,Sacaba,Si,Calle que su al cerro de Labalaba,No,NA,No,NA,No,No,Robo o asalto,No,NA,No,NA,Si,Todas de Sacaba,No,NA,Seguro,Taxi,Seguro,No,NA,NA,No,No,Si,Los Marginados,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Vestimenta, pantalones anchos",No tienen familia,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Bastante,Bastante,Mas o menos,Mas o menos,Mucha,Si,No,No,Si,Si,Si,Si,ATB,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,Si,No,No,No,Si,No,No,Edificio de departamentos,No,No,No,No,Si,No,No,No,No,Si,No,Si,Si,Si,Si,Muy pocas personas saben quién soy,Calles,Mayor relacionamiento
17,Sa02,13,Sacaba,1,Pando,Siete esquinas,Vivienda independiente,Casa independiente,Alquilada,2.0,1,Jefe(a) de Hogar,NA,Hombre,35.0,Conviviente,Primaria,5,Quechua,Chuquisaca,Oropeza,Sucre,NA,NA,NA,Cochabamba,Punata,Punata,NA,NA,NA,NA,Tenía trabajo,Albañil,“Empleado”,Construcción,Ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,29.0,Conviviente,Primaria,5,Aymara,Cochabamba,Punata,Punata,NA,NA,NA,Cochabamba,Punata,Punata,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,Ninguna,1,Católica,Quechua,Si,No,No,No,No,Si,No,Seguro,Todas,Sacaba,No,NA,No,NA,No,NA,Si,No,Agresión sexual,Si,Cene del centro,No,NA,Si,Chicheria de la calle sucre,No,NA,Seguro,Taxi,Seguro,No sabe,NA,NA,No sabe,No,Si,No sabe nombres,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Adultos mayores,Actitud sospechosa,Droga,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Mas o menos,Mas o menos,Mas o menos,No sabe o no conoce,No,No,No,No,No,"Algo, muy poco",Si,Bolivision,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,Contratar seguros (de vida),No,No,No,No,Si,No,No,Otro,No,No,No,No,Si,No,No,No,Si,Cuando es necesario,Si,Si,No,Si,Si,Muy pocas personas saben quién soy,Calles,Mayor relacionamiento
18,Sa02,31,Sacaba,1,Colón,Siete esquinas,Vivienda independiente,Casa independiente,Propia,2.0,1,Jefe(a) de Hogar,Entrevistado,Mujer,73.0,Viudo(a),Primaria,1,Quechua,Cochabamba,Chapare,Calacoto,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,Agricultura,1,Jefe(a) de Hogar,Entrevistado,Mujer,73.0,Viudo(a),Primaria,1,Quechua,Cochabamba,Chapare,Calacoto,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,Agricultura,0,Ninguna,Quechua,No,Si,Si,No,No,No,No,Seguro,Ninguna,Sacaba,Si,Calle Colombia,Si,NA,No,NA,Si,No,No sabe,No,NA,No,NA,No,NA,No,NA,Seguro,Taxi,Seguro,No,NA,NA,No,No,No,NA,No sabe,Si,2,Otro,Otros,En grupo,calle colón,Sacaba,9,Llamar a un pariente,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,Actitud de malenate,No sabe,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Si,"Algo, muy poco",No,No,No,No,Si,Red Uno,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,No,No,No,Si,No,No,No se cambiaría,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,Muy pocas personas saben quién soy,No sabe,Nunca tuve relación con los vecinos
19,Sa02,31,Sacaba,1,Pando,Siete esquinas,Vivienda independiente,Habitaciones sueltas,Alquilada,4.0,1,Jefe(a) de Hogar,NA,Hombre,27.0,Conviviente,Primaria,6,Quechua,Cochabamba,Tiraque,Tiraque,NA,NA,NA,Cochabamba,Tiraque,Tiraque,NA,NA,NA,NA,Tenía trabajo,Albañil,“Jornalero”,Construcción,Ninguna,1,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,26.0,Conviviente,Secundaria,6,Quechua,Cochabamba,Tiraque,Huacareta,NA,NA,NA,Cochabamba,Tiraque,Huacareta,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,Ninguna,1,Otra,Ninguno,No,Si,No,No,Si,Si,No,Seguro,Todo cercado,Cochabamba,No,NA,No,NA,No,NA,No,"No, porque necesita frecuentar",Robo o asalto,No,NA,No,NA,No,NA,No,NA,Inseguro,Taxi,Seguro,No,NA,NA,No,No,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Cleferos,Falta de plata,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Poco,Poco,Poco,Poco,No,No,No,Si,Si,Si,Si,Red Uno,No,NA,Si,Opinión,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",Si,No,Si,No,Si,No,No,No se cambiaría,11.0,No,No,No,Si,No,No,No se puede,No,Cuando es necesario,Si,Si,No,Si,No,Me siento identificado con mi barrio,Calles,Mayor relacionamiento
20,Sa02,38,Sacaba,1,Pando,Siete esquinas,Vivienda independiente,Casa independiente,Propia,5.0,1,Jefe(a) de Hogar,NA,Hombre,62.0,Casado(a),Técnico medio,4,Quechua,Potosí,Alonso de Ibañez,Villa de Sacaca,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Tenía trabajo,Profesor,“Cuenta propia”,Educación,Ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,60.0,Casado(a),Técnico Medio,4,Castellano,Potosí,Alonso de Ibañez,Villa de Sacaca,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Es jubilado o rentista,NA,NA,NA,Ninguna,2,Católica,Quechua,Si,Si,Si,No,Si,No,Si,Depende de la zona,Chiñata,Sacaba,No,NA,No,NA,Si,Canchas arriba de la sucre,Si,No,Agresión sexual,No,NA,No,NA,Si,de la calle sucre,Si,de la calle sucre,Seguro,Taxi,Seguro,Si,Robo,Asalto,No,No,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Cleferos , pandilleros","Flojera, papás que abandonan falta de educación","Seguridad Vecinal, OTB",Ninguna,Mas o menos,Mas o menos,Bastante,Mucha,"Algo, muy poco",Si,Si,Si,Si,Si,Si,ATB,Si,Opinión,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,Si,No,No,No,Si,No,No,Condominio cerrado,Si,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,Cuando es necesario,Me siento identificado con mi barrio,Otros,Mayor relacionamiento
21,Sa3,1,Sacaba,1,NA,Vlinkate Bajo,Vivienda independiente,Casa independiente,Propia,5.0,1,Jefe(a) de Hogar,NA,Hombre,52.0,Casado(a),Primaria,5,Castellano,Cochabamba,Chapare,Colomi,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Tenía trabajo,Transporte,“Cuenta propia”,Transporte,Ninguna,2,Hijo(a),Entrevistado,Mujer,25.0,Soltero(a),Unversitario,4,Castellano,Cochabamba,Chapare,Colomi,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Sólo estudió,NA,NA,NA,Ninguna,3,Ninguna,Quechua,Si,No,No,No,No,No,Si,Seguro,Zona Sur,Cochabamba,Si,Puente Cala Cala,Si,Calatayud,No,NA,Si,"No, porque necesita frecuentar",Agresión sexual,No,NA,No,NA,Si,Cecar del B. Vlincate,No,NA,Seguro,NA,Inseguro,Si,Otro,NA,Si,Si,Si,No coonoce,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,Cicatrices Vestimenta,Des estructuración familiar,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Bastante,Bastante,No sabe o no conoce,Bastante,Si,No,Si,Si,Si,Si,Si,Bolivision,No,NA,Si,Los Tiempos,Si,Facebook,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,Si,No,No,No,Si,No,No,No se cambiaría,Si,No,No,No,Si,No,Si,No,No,No,Si,Si,No,Si,No,Muy pocas personas saben quién soy,Canchas deportivas,Mayor aislamiento con los vecinos
22,Sa3,5,Sacaba,1,NA,Vlinkate Bajo,Vivienda independiente,Casa independiente,Propia,5.0,1,Jefe(a) de Hogar,NA,Hombre,76.0,Casado(a),Secundaria,2,Castellano,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Es jubilado o rentista,NA,NA,NA,Ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,58.0,Casado(a),Primaria,6,Castellano,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Atendió o ayudó en un negocio propio o familiar,Atender tienda en la casa,“Cuenta propia”,Productos de canasta familiar,Vendedora de madera,1,Católica,Ninguno,No,No,Si,No,No,No,No,Seguro,Ninguna,Sacaba,No,NA,No,NA,No,NA,No,No,Robo o asalto,No,NA,No,NA,Si,Chicherias del barrio,No,NA,Inseguro,NA,Seguro,Si,Violación,Violación,No sabe,No,No,NA,No,Si,1,Robo o asalto,Ninguna,No sabe,Calle Marcelo Quiroga,Sacaba,15,Ninguna,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,Personas desconocidas,Las Drogas y Alcohol,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,No sabe o no conoce,No sabe o no conoce,No sabe o no conoce,Poco,Si,No,No,"Algo, muy poco","Algo, muy poco",No,Si,ATB,No,NA,Si,La Voz,No,NA,Medios televisivos,"Ninguna de las anteriores, nada",NA,No,No,No,No,Si,No,No,No se cambiaría,No,No,No,No,No,No,No,No,Si,Cuando es necesario,Si,Si,No,No,Si,No tengo ninguna relación con los vecinos,"Plazas, plazuelas",Mayor relacionamiento
23,Sa3,6,Sacaba,1,NA,Vlinkate Bajo,Vivienda independiente,Casa independiente,Propia,4.0,1,Jefe(a) de Hogar,NA,Hombre,39.0,Casado(a),Secundaria,6,Castellano,Cochabamba,Campero,Santiago de Machaca,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Tenía trabajo,Transporte,“Cuenta propia”,Transporte,Ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,37.0,Casado(a),Primaria,6,Castellano,Cochabamba,Chapare,Sacaba,NA,NA,NA,Cochabamba,Chapare,Sacaba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,Ninguna,1,Católica,Quechua,Si,Si,No,No,No,No,Si,Depende de la zona,Calle San martin,Cochabamba,Si,Calle Perú Sacaba,No,NA,No,NA,Si,No,Robo o asalto,No,NA,No,NA,Si,Don Gerldo Sacaba,No,NA,No sabe,Taxi,Seguro,No,NA,NA,Si,No,Si,No conoce,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Vestimenta y comportamiento,Falta de comunicación de la Familia,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,No sabe o no conoce,No sabe o no conoce,Poco,Bastante,No,"Algo, muy poco",No,Si,Si,Si,Si,Bolivisión,No,NA,Si,La Voz,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,No,No,No,Si,No,No,No se cambiaría,No,No,No,No,No,No,Si,No,No,No,No,Si,Si,No,Si,Me siento identificado con mi barrio,Calles,Mayor aislamiento con los vecinos
